"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","metagenome"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadaceae"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadales"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonas"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured soil"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa","uncultured bacterium"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","uncultured bacterium"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter",NA
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","metagenome"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Alphaproteobacteria"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Nitrospira"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Pseudomonadales"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured actinobacterium"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured forest"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured prokaryote"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured soil"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae","metagenome"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae","uncultured bacterium"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae","uncultured prokaryote"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae",NA
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobium","uncultured bacterium"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobium",NA
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","metagenome"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","uncultured Gemmatimonadetes"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","uncultured bacterium"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147",NA
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","metagenome"
"Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","uncultured Gemmatimonadales"
"Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","uncultured Gemmatimonadetes"
"Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","uncultured bacterium"
"Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","uncultured soil"
"Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group",NA
"Bacteria","Gemmatimonadota",NA,NA,NA,NA,NA
"Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae","metagenome"
"Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae","uncultured bacterium"
"Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae",NA
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","metagenome"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured Acidobacterium"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured Fibrobacteres"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured Pelobacter"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured bacterium"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured prokaryote"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured soil"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","unidentified bacterium"
"Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota",NA
"Bacteria","Latescibacterota",NA,NA,NA,NA,NA
"Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","delta proteobacterium"
"Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured Desulfuromonadales"
"Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured prokaryote"
"Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured soil"
"Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales","Rokubacteriales","metagenome"
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales","Rokubacteriales","uncultured Firmicutes"
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales","Rokubacteriales","uncultured bacterium"
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales","Rokubacteriales",NA
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","WX65","WX65","uncultured bacterium"
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","WX65","WX65",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","27F-1492R","27F-1492R","uncultured Myxococcales"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp."
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","bacterium enrichment"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","metagenome"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured delta"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured proteobacterium"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10","metagenome"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10","uncultured bacterium"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10","uncultured delta"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Pyxidicoccus fallax"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","metagenome"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured bacterium"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","metagenome"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured bacterium"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured delta"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter","uncultured bacterium"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter",NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","Anaeromyxobacter dehalogenans"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","metagenome"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","uncultured Firmicutes"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","uncultured Myxococcales"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","uncultured prokaryote"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19","uncultured soil"
"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19",NA
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","metagenome"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","myxobacterium AT3-03"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured Kofleriaceae"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured Myxococcales"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured prokaryote"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured proteobacterium"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured sludge"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystaceae","Enhygromyxa sp."
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystaceae","metagenome"
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystaceae",NA
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","Nannocystis konarekensis"
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","metagenome"
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","uncultured Myxococcales"
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis",NA
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA,NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Amb-16S-1034","Amb-16S-1034","uncultured Polyangiaceae"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","metagenome"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured Sorangiineae"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured proteobacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","Myxococcales bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","myxobacterium AT1-01"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","uncultured Byssovorax"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","uncultured Polyangiaceae"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Labilithrix","Sorangiineae bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Labilithrix",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Minicystis","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Minicystis",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","metagenome"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured Byssovorax"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured Polyangiaceae"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured delta"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured proteobacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","Polyangium sp."
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","metagenome"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium","Sorangium cellulosum"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","uncultured","metagenome"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","uncultured","uncultured delta"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","uncultured",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","metagenome"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured Polyangiaceae"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured marine"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured soil"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA,NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","uncultured","uncultured","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","Polyangiales",NA,NA,NA
"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27","uncultured Myxococcales"
"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27","uncultured Polyangiaceae"
"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27","uncultured bacterium"
"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27","uncultured delta"
"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27",NA
"Bacteria","Myxococcota","Polyangia",NA,NA,NA,NA
"Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","metagenome"
"Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured Syntrophobacterales"
"Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","unidentified"
"Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25",NA
"Bacteria","Myxococcota",NA,NA,NA,NA,NA
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","metagenome"
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured Desulfoglaeba"
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured Desulfuromonadaceae"
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured Myxococcales"
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured proteobacterium"
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured soil"
"Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"Bacteria","Nitrospinota","P9X2b3D02","P9X2b3D02","P9X2b3D02","P9X2b3D02",NA
"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured Nitrospirae"
"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured bacterium"
"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira bacterium"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira japonica"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira moscoviensis"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured Green"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured Nitrospirales"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured Sphingobacteriales"
"Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured",NA
"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria","Candidatus_Peribacteria","uncultured bacterium"
"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Jorgensenbacteria","Candidatus_Jorgensenbacteria","Candidatus_Jorgensenbacteria","Candidatus Adlerbacteria"
"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","Candidatus_Yanofskybacteria","Candidatus_Yanofskybacteria","uncultured bacterium"
"Bacteria","Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria","uncultured Parcubacteria"
"Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA,NA
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","uncultured soil"
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales",NA
"Bacteria","Patescibacteria",NA,NA,NA,NA,NA
"Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured Planctomycetaceae"
"Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured bacterium"
"Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11",NA
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","metagenome"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","planctomycete A-2"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured Crater"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured Planctomyces"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured bacterium"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured microorganism"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured soil"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","unidentified bacterium"
"Bacteria","Planctomycetota","OM190","OM190","OM190","OM190",NA
"Bacteria","Planctomycetota","Phycisphaerae","CCM11a","CCM11a","CCM11a","groundwater metagenome"
"Bacteria","Planctomycetota","Phycisphaerae","CCM11a","CCM11a","CCM11a",NA
"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13","4572-13","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4",NA
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564_sediment_group","AKAU3564_sediment_group",NA
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured planctomycete"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587",NA
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3",NA
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","metagenome"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","uncultured prokaryote"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured","metagenome"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured",NA
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA,NA
"Bacteria","Planctomycetota","Phycisphaerae","Pla1_lineage","Pla1_lineage","Pla1_lineage","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","S-70","S-70","S-70","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3_termite_group","CPla-3_termite_group","metagenome"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3_termite_group","CPla-3_termite_group",NA
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaeraceae",NA
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","Planctomycetales bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured Planctomycetaceae"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured Planctomycetales"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured Planctomycetia"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured bacterium"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured organism"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured planctomycete"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured soil"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group",NA
"Bacteria","Planctomycetota","Phycisphaerae","mle1-8","mle1-8","mle1-8","uncultured bacterium"
"Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage",NA
"Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","metagenome"
"Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","uncultured bacterium"
"Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","uncultured planctomycete"
"Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage",NA
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","Gemmata sp."
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured Gemmata"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured bacterium"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","Gemmata sp."
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","bacterium enrichment"
